date,region,category,product_name,internal_price,competitor_price,units_sold,inventory_level,revenue,price_index
2026-02-26,Central,Lifestyle,Adrienne Trek Jacket,52.68,55.52,87,35,4583.0,0.95
2026-02-26,Central,Lifestyle,Aeon Capri,50.46,47.0,27,143,1362.0,1.07
2026-02-26,Central,Apparel,Aero Daily Fitness Tee,24.49,25.06,34,37,833.0,0.98
2026-02-26,Central,Lifestyle,Aether Gym Pant,69.96,72.67,55,171,3848.0,0.96
2026-02-26,Central,Lifestyle,Affirm Water Bottle,6.13,6.17,94,162,576.0,0.99
2026-02-26,Central,Lifestyle,Aim Analog Watch,43.97,46.41,71,21,3122.0,0.95
2026-02-26,Central,Lifestyle,Ajax Full-Zip Sweatshirt,69.3,70.65,54,73,3742.0,0.98
2026-02-26,Central,Lifestyle,Ana Running Short,44.0,38.02,34,50,1496.0,1.16
2026-02-26,Central,Lifestyle,Angel Light Running Short,37.97,40.29,79,157,3000.0,0.94
2026-02-26,Central,Lifestyle,Antonia Racer Tank,36.9,32.76,7,39,258.0,1.13
2026-02-26,Central,Lifestyle,Apollo Running Short,35.65,34.4,52,145,1854.0,1.04
2026-02-26,Central,Lifestyle,Arcadio Gym Short,25.0,19.84,41,96,1025.0,1.26
2026-02-26,Central,Lifestyle,Argus All-Weather Tank,22.98,22.7,86,195,1976.0,1.01
2026-02-26,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,40.84,37.94,47,71,1919.0,1.08
2026-02-26,Central,Lifestyle,Artemis Running Short,43.89,43.91,38,168,1668.0,1.0
2026-02-26,South,Apparel,Abominable Hoodie,65.12,69.05,57,177,3712.0,0.94
2026-02-26,South,Lifestyle,Adrienne Trek Jacket,55.93,57.11,46,85,2573.0,0.98
2026-02-26,South,Lifestyle,Aeon Capri,51.45,49.57,97,46,4991.0,1.04
2026-02-26,South,Apparel,Aero Daily Fitness Tee,28.06,23.38,24,187,673.0,1.2
2026-02-26,South,Lifestyle,Aether Gym Pant,74.21,74.1,52,58,3859.0,1.0
2026-02-26,South,Lifestyle,Affirm Water Bottle,10.66,5.21,66,10,704.0,2.05
2026-02-26,South,Lifestyle,Aim Analog Watch,47.27,43.91,36,29,1702.0,1.08
2026-02-26,South,Lifestyle,Ajax Full-Zip Sweatshirt,73.75,67.01,72,195,5310.0,1.1
2026-02-26,South,Lifestyle,Ana Running Short,38.85,39.89,74,142,2875.0,0.97
2026-02-26,South,Lifestyle,Angel Light Running Short,38.0,43.37,80,44,3040.0,0.88
2026-02-26,South,Lifestyle,Antonia Racer Tank,31.74,33.64,88,98,2793.0,0.94
2026-02-26,South,Lifestyle,Apollo Running Short,32.21,34.35,43,105,1385.0,0.94
2026-02-26,South,Lifestyle,Arcadio Gym Short,15.18,19.41,18,64,273.0,0.78
2026-02-26,South,Lifestyle,Argus All-Weather Tank,20.59,23.86,61,38,1256.0,0.86
2026-02-26,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,43.39,40.64,41,198,1779.0,1.07
2026-02-26,South,Lifestyle,Artemis Running Short,40.42,46.68,39,80,1576.0,0.87
2026-02-25,West,Apparel,Abominable Hoodie,67.42,67.93,30,145,2023.0,0.99
2026-02-25,West,Lifestyle,Adrienne Trek Jacket,60.28,58.17,95,181,5727.0,1.04
2026-02-25,West,Lifestyle,Aeon Capri,51.18,49.57,95,125,4862.0,1.03
2026-02-25,West,Apparel,Aero Daily Fitness Tee,23.79,25.2,82,15,1951.0,0.94
2026-02-25,West,Lifestyle,Aether Gym Pant,71.36,73.28,87,193,6208.0,0.97
2026-02-25,West,Lifestyle,Affirm Water Bottle,7.81,5.7,30,178,234.0,1.37
2026-02-25,West,Lifestyle,Aim Analog Watch,49.94,43.17,77,47,3845.0,1.16
2026-02-25,West,Lifestyle,Ajax Full-Zip Sweatshirt,66.42,67.83,41,161,2723.0,0.98
2026-02-25,West,Lifestyle,Ana Running Short,41.17,41.44,22,177,906.0,0.99
2026-02-25,West,Lifestyle,Angel Light Running Short,41.67,40.15,87,5,3625.0,1.04
2026-02-25,West,Lifestyle,Antonia Racer Tank,36.38,32.58,75,3,2729.0,1.12
2026-02-25,West,Lifestyle,Apollo Running Short,31.96,33.51,38,63,1214.0,0.95
2026-02-25,West,Lifestyle,Arcadio Gym Short,22.19,18.22,92,132,2041.0,1.22
2026-02-25,West,Lifestyle,Argus All-Weather Tank,25.99,22.48,93,101,2417.0,1.16
2026-02-25,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,41.53,38.71,15,55,623.0,1.07
2026-02-25,West,Lifestyle,Artemis Running Short,42.05,43.23,84,175,3532.0,0.97
2026-02-25,East,Apparel,Abominable Hoodie,65.48,69.01,94,79,6155.0,0.95
2026-02-25,East,Lifestyle,Adrienne Trek Jacket,56.63,56.3,89,56,5040.0,1.01
2026-02-25,East,Lifestyle,Aeon Capri,51.11,47.87,93,86,4753.0,1.07
2026-02-25,East,Apparel,Aero Daily Fitness Tee,28.07,23.11,94,51,2639.0,1.21
2026-02-25,East,Lifestyle,Aether Gym Pant,73.26,73.18,92,145,6740.0,1.0
2026-02-25,East,Lifestyle,Affirm Water Bottle,10.42,7.88,45,7,469.0,1.32
2026-02-25,East,Lifestyle,Aim Analog Watch,48.82,45.15,43,96,2099.0,1.08
2026-02-25,East,Lifestyle,Ajax Full-Zip Sweatshirt,70.99,69.19,97,192,6886.0,1.03
2026-02-25,East,Lifestyle,Ana Running Short,42.25,39.71,60,124,2535.0,1.06
2026-02-25,East,Lifestyle,Angel Light Running Short,38.07,42.88,65,175,2475.0,0.89
2026-02-25,East,Lifestyle,Antonia Racer Tank,38.64,33.91,86,192,3323.0,1.14
2026-02-25,East,Lifestyle,Apollo Running Short,32.18,32.06,79,68,2542.0,1.0
2026-02-25,East,Lifestyle,Arcadio Gym Short,18.87,19.4,72,66,1359.0,0.97
2026-02-25,East,Lifestyle,Argus All-Weather Tank,25.27,23.68,55,115,1390.0,1.07
2026-02-25,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,42.66,38.26,30,156,1280.0,1.12
2026-02-25,East,Lifestyle,Artemis Running Short,40.09,46.61,35,70,1403.0,0.86
2026-02-25,Central,Apparel,Abominable Hoodie,66.98,67.18,32,155,2143.0,1.0
2026-02-25,Central,Lifestyle,Adrienne Trek Jacket,60.59,57.83,18,109,1091.0,1.05
2026-02-25,Central,Lifestyle,Aeon Capri,48.33,47.68,11,8,532.0,1.01
2026-02-25,Central,Apparel,Aero Daily Fitness Tee,20.83,25.37,54,96,1125.0,0.82
2026-02-25,Central,Lifestyle,Aether Gym Pant,70.57,73.58,88,56,6210.0,0.96
2026-02-25,Central,Lifestyle,Affirm Water Bottle,5.0,7.13,43,139,215.0,0.7
2026-02-25,Central,Lifestyle,Aim Analog Watch,40.6,45.93,28,118,1137.0,0.88
2026-02-25,Central,Lifestyle,Ajax Full-Zip Sweatshirt,72.64,68.48,56,109,4068.0,1.06
2026-02-25,Central,Lifestyle,Ana Running Short,36.89,39.72,11,13,406.0,0.93
2026-02-25,Central,Lifestyle,Angel Light Running Short,45.85,43.93,33,193,1513.0,1.04
2026-02-25,Central,Lifestyle,Antonia Racer Tank,34.3,35.93,61,112,2092.0,0.95
2026-02-25,Central,Lifestyle,Apollo Running Short,36.03,33.91,76,9,2738.0,1.06
2026-02-25,Central,Lifestyle,Arcadio Gym Short,21.88,19.67,68,92,1488.0,1.11
2026-02-25,Central,Lifestyle,Argus All-Weather Tank,26.13,23.26,68,116,1777.0,1.12
2026-02-25,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,37.74,37.24,68,79,2566.0,1.01
2026-02-25,Central,Lifestyle,Artemis Running Short,45.83,46.27,21,156,962.0,0.99
2026-02-25,South,Apparel,Abominable Hoodie,66.49,69.5,26,125,1729.0,0.96
2026-02-25,South,Lifestyle,Adrienne Trek Jacket,57.68,56.5,69,133,3980.0,1.02
2026-02-25,South,Lifestyle,Aeon Capri,47.91,46.77,11,125,527.0,1.02
2026-02-25,South,Apparel,Aero Daily Fitness Tee,27.67,24.24,51,113,1411.0,1.14
2026-02-25,South,Lifestyle,Aether Gym Pant,78.02,75.15,6,68,468.0,1.04
2026-02-25,South,Lifestyle,Affirm Water Bottle,5.0,6.85,19,111,95.0,0.73
2026-02-25,South,Lifestyle,Aim Analog Watch,49.43,46.37,60,24,2966.0,1.07
2026-02-25,South,Lifestyle,Ajax Full-Zip Sweatshirt,70.27,68.1,56,63,3935.0,1.03
2026-02-25,South,Lifestyle,Ana Running Short,35.68,39.69,52,196,1855.0,0.9
2026-02-25,South,Lifestyle,Angel Light Running Short,44.22,41.7,94,52,4157.0,1.06
2026-02-25,South,Lifestyle,Antonia Racer Tank,35.27,32.37,79,89,2786.0,1.09
2026-02-25,South,Lifestyle,Apollo Running Short,37.38,31.99,94,139,3514.0,1.17
2026-02-25,South,Lifestyle,Arcadio Gym Short,21.45,20.13,72,130,1544.0,1.07
2026-02-25,South,Lifestyle,Argus All-Weather Tank,18.41,23.65,19,138,350.0,0.78
2026-02-25,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,34.67,37.06,71,141,2462.0,0.94
2026-02-25,South,Lifestyle,Artemis Running Short,46.32,45.63,27,10,1251.0,1.02
2026-02-24,West,Apparel,Abominable Hoodie,64.64,70.57,42,110,2715.0,0.92
2026-02-24,West,Lifestyle,Adrienne Trek Jacket,58.64,57.57,97,21,5688.0,1.02
2026-02-24,West,Lifestyle,Aeon Capri,43.34,49.65,36,115,1560.0,0.87
2026-02-24,West,Apparel,Aero Daily Fitness Tee,22.38,25.21,31,188,694.0,0.89
2026-02-24,West,Lifestyle,Aether Gym Pant,72.3,74.97,97,80,7013.0,0.96
2026-02-24,West,Lifestyle,Affirm Water Bottle,10.51,7.43,98,116,1030.0,1.41
2026-02-24,West,Lifestyle,Aim Analog Watch,40.07,44.78,22,187,882.0,0.89
2026-02-24,West,Lifestyle,Ajax Full-Zip Sweatshirt,72.32,68.82,69,40,4990.0,1.05
2026-02-24,West,Lifestyle,Ana Running Short,42.78,39.38,67,162,2866.0,1.09
2026-02-24,West,Lifestyle,Angel Light Running Short,41.45,41.22,66,70,2736.0,1.01
2026-02-24,West,Lifestyle,Antonia Racer Tank,36.29,32.58,61,12,2214.0,1.11
2026-02-24,West,Lifestyle,Apollo Running Short,33.52,31.41,79,84,2648.0,1.07
2026-02-24,West,Lifestyle,Arcadio Gym Short,22.6,18.78,84,115,1898.0,1.2
2026-02-24,West,Lifestyle,Argus All-Weather Tank,18.59,22.53,47,13,874.0,0.83
2026-02-24,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,34.19,40.05,95,136,3248.0,0.85
2026-02-24,West,Lifestyle,Artemis Running Short,44.49,44.48,7,48,311.0,1.0
2026-02-24,East,Apparel,Abominable Hoodie,72.81,70.26,96,23,6990.0,1.04
2026-02-24,East,Lifestyle,Adrienne Trek Jacket,59.49,56.46,6,113,357.0,1.05
2026-02-24,East,Lifestyle,Aeon Capri,47.99,47.14,61,95,2927.0,1.02
2026-02-24,East,Apparel,Aero Daily Fitness Tee,21.88,24.81,31,30,678.0,0.88
2026-02-24,East,Lifestyle,Aether Gym Pant,78.32,75.23,66,102,5169.0,1.04
2026-02-24,East,Lifestyle,Affirm Water Bottle,8.64,6.88,71,148,613.0,1.26
2026-02-24,East,Lifestyle,Aim Analog Watch,46.87,44.3,25,181,1172.0,1.06
2026-02-24,East,Lifestyle,Ajax Full-Zip Sweatshirt,65.63,68.19,15,68,984.0,0.96
2026-02-24,East,Lifestyle,Ana Running Short,42.76,39.88,97,151,4148.0,1.07
2026-02-24,East,Lifestyle,Angel Light Running Short,39.66,41.96,26,44,1031.0,0.95
2026-02-24,East,Lifestyle,Antonia Racer Tank,37.79,32.02,76,97,2872.0,1.18
2026-02-24,East,Lifestyle,Apollo Running Short,36.14,33.27,77,180,2783.0,1.09
2026-02-24,East,Lifestyle,Arcadio Gym Short,15.69,19.91,69,193,1083.0,0.79
2026-02-24,East,Lifestyle,Argus All-Weather Tank,26.08,22.73,40,136,1043.0,1.15
2026-02-24,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,35.37,38.75,87,100,3077.0,0.91
2026-02-24,East,Lifestyle,Artemis Running Short,40.41,46.36,62,20,2505.0,0.87
2026-02-24,Central,Apparel,Abominable Hoodie,68.54,70.81,13,133,891.0,0.97
2026-02-24,Central,Lifestyle,Adrienne Trek Jacket,54.21,56.7,92,76,4987.0,0.96
2026-02-24,Central,Lifestyle,Aeon Capri,52.49,48.87,15,49,787.0,1.07
2026-02-24,Central,Apparel,Aero Daily Fitness Tee,28.03,25.38,92,71,2579.0,1.1
2026-02-24,Central,Lifestyle,Aether Gym Pant,69.84,75.52,95,8,6635.0,0.92
2026-02-24,Central,Lifestyle,Affirm Water Bottle,5.62,7.97,79,86,444.0,0.71
2026-02-24,Central,Lifestyle,Aim Analog Watch,44.89,46.56,52,100,2334.0,0.96
2026-02-24,Central,Lifestyle,Ajax Full-Zip Sweatshirt,65.27,70.38,94,61,6135.0,0.93
2026-02-24,Central,Lifestyle,Ana Running Short,39.41,41.21,63,83,2483.0,0.96
2026-02-24,Central,Lifestyle,Angel Light Running Short,41.38,43.41,58,20,2400.0,0.95
2026-02-24,Central,Lifestyle,Antonia Racer Tank,34.41,35.96,97,153,3338.0,0.96
2026-02-24,Central,Lifestyle,Apollo Running Short,32.54,30.71,14,182,456.0,1.06
2026-02-24,Central,Lifestyle,Arcadio Gym Short,15.27,20.13,47,166,718.0,0.76
2026-02-24,Central,Lifestyle,Argus All-Weather Tank,20.66,20.58,41,89,847.0,1.0
2026-02-24,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,36.09,38.49,89,97,3212.0,0.94
2026-02-24,Central,Lifestyle,Artemis Running Short,44.05,45.11,5,32,220.0,0.98
2026-02-24,South,Apparel,Abominable Hoodie,73.05,68.98,5,19,365.0,1.06
2026-02-24,South,Lifestyle,Adrienne Trek Jacket,54.31,58.28,29,191,1575.0,0.93
2026-02-24,South,Lifestyle,Aeon Capri,47.79,46.53,41,188,1959.0,1.03
2026-02-24,South,Apparel,Aero Daily Fitness Tee,27.25,25.66,92,164,2507.0,1.06
2026-02-24,South,Lifestyle,Aether Gym Pant,75.65,72.63,56,99,4236.0,1.04
2026-02-24,South,Lifestyle,Affirm Water Bottle,5.0,5.91,56,143,280.0,0.85
2026-02-24,South,Lifestyle,Aim Analog Watch,47.81,46.73,34,139,1626.0,1.02
2026-02-24,South,Lifestyle,Ajax Full-Zip Sweatshirt,66.0,67.83,35,56,2310.0,0.97
2026-02-24,South,Lifestyle,Ana Running Short,35.8,39.08,62,86,2220.0,0.92
2026-02-24,South,Lifestyle,Angel Light Running Short,45.68,40.11,20,131,914.0,1.14
2026-02-24,South,Lifestyle,Antonia Racer Tank,30.39,33.18,79,36,2401.0,0.92
2026-02-24,South,Lifestyle,Apollo Running Short,27.96,31.89,66,99,1845.0,0.88
2026-02-24,South,Lifestyle,Arcadio Gym Short,24.27,20.92,22,36,534.0,1.16
2026-02-24,South,Lifestyle,Argus All-Weather Tank,24.32,21.25,18,2,438.0,1.14
2026-02-24,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,41.53,39.71,39,93,1620.0,1.05
2026-02-24,South,Lifestyle,Artemis Running Short,49.79,45.88,39,172,1942.0,1.09
2026-02-23,West,Apparel,Abominable Hoodie,65.52,70.06,28,185,1835.0,0.94
2026-02-23,West,Lifestyle,Adrienne Trek Jacket,57.91,55.87,13,105,753.0,1.04
2026-02-23,West,Lifestyle,Aeon Capri,49.57,49.06,79,32,3916.0,1.01
2026-02-23,West,Apparel,Aero Daily Fitness Tee,26.6,22.42,76,178,2022.0,1.19
2026-02-23,West,Lifestyle,Aether Gym Pant,74.88,75.9,26,154,1947.0,0.99
2026-02-23,West,Lifestyle,Affirm Water Bottle,8.78,5.97,67,114,588.0,1.47
2026-02-23,West,Lifestyle,Aim Analog Watch,40.82,43.65,67,136,2735.0,0.94
2026-02-23,West,Lifestyle,Ajax Full-Zip Sweatshirt,69.4,67.65,52,47,3609.0,1.03
2026-02-23,West,Lifestyle,Ana Running Short,36.86,40.32,88,188,3244.0,0.91
2026-02-23,West,Lifestyle,Angel Light Running Short,44.16,40.78,74,82,3268.0,1.08
2026-02-23,West,Lifestyle,Antonia Racer Tank,38.42,33.26,21,0,807.0,1.16
2026-02-23,West,Lifestyle,Apollo Running Short,32.05,31.98,65,88,2083.0,1.0
2026-02-23,West,Lifestyle,Arcadio Gym Short,16.42,19.11,76,185,1248.0,0.86
2026-02-23,West,Lifestyle,Argus All-Weather Tank,24.8,20.07,47,198,1166.0,1.24
2026-02-23,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,34.08,40.46,20,56,682.0,0.84
2026-02-23,West,Lifestyle,Artemis Running Short,41.55,44.18,57,79,2368.0,0.94
2026-02-23,East,Apparel,Abominable Hoodie,73.39,67.71,40,69,2936.0,1.08
2026-02-23,East,Lifestyle,Adrienne Trek Jacket,56.09,57.31,52,9,2917.0,0.98
2026-02-23,East,Lifestyle,Aeon Capri,45.51,48.48,75,187,3413.0,0.94
2026-02-23,East,Apparel,Aero Daily Fitness Tee,20.78,24.25,59,54,1226.0,0.86
2026-02-23,East,Lifestyle,Aether Gym Pant,74.19,75.32,56,182,4155.0,0.98
2026-02-23,East,Lifestyle,Affirm Water Bottle,5.0,6.67,65,147,325.0,0.75
2026-02-23,East,Lifestyle,Aim Analog Watch,44.56,44.04,73,1,3253.0,1.01
2026-02-23,East,Lifestyle,Ajax Full-Zip Sweatshirt,66.4,67.06,77,117,5113.0,0.99
2026-02-23,East,Lifestyle,Ana Running Short,43.93,41.11,45,154,1977.0,1.07
2026-02-23,East,Lifestyle,Angel Light Running Short,44.89,41.18,9,40,404.0,1.09
2026-02-23,East,Lifestyle,Antonia Racer Tank,36.96,33.8,74,31,2735.0,1.09
2026-02-23,East,Lifestyle,Apollo Running Short,29.5,32.58,37,26,1092.0,0.91
2026-02-23,East,Lifestyle,Arcadio Gym Short,24.12,21.35,6,70,145.0,1.13
2026-02-23,East,Lifestyle,Argus All-Weather Tank,17.35,22.85,19,106,330.0,0.76
2026-02-23,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,41.59,40.97,40,23,1664.0,1.02
2026-02-23,East,Lifestyle,Artemis Running Short,44.17,45.14,6,22,265.0,0.98
2026-02-23,Central,Apparel,Abominable Hoodie,67.17,68.41,61,182,4097.0,0.98
2026-02-23,Central,Lifestyle,Adrienne Trek Jacket,58.87,55.99,42,128,2473.0,1.05
2026-02-23,Central,Lifestyle,Aeon Capri,50.98,49.13,37,35,1886.0,1.04
2026-02-23,Central,Apparel,Aero Daily Fitness Tee,19.79,22.23,99,59,1959.0,0.89
2026-02-23,Central,Lifestyle,Aether Gym Pant,74.41,74.8,88,109,6548.0,0.99
2026-02-23,Central,Lifestyle,Affirm Water Bottle,10.71,7.25,51,97,546.0,1.48
2026-02-23,Central,Lifestyle,Aim Analog Watch,42.57,45.0,67,186,2852.0,0.95
2026-02-23,Central,Lifestyle,Ajax Full-Zip Sweatshirt,66.5,68.13,64,5,4256.0,0.98
2026-02-23,Central,Lifestyle,Ana Running Short,40.74,38.4,36,23,1467.0,1.06
2026-02-23,Central,Lifestyle,Angel Light Running Short,42.26,42.12,19,153,803.0,1.0
2026-02-23,Central,Lifestyle,Antonia Racer Tank,35.95,32.06,11,137,395.0,1.12
2026-02-23,Central,Lifestyle,Apollo Running Short,36.24,32.15,80,177,2899.0,1.13
2026-02-23,Central,Lifestyle,Arcadio Gym Short,23.04,21.08,66,68,1521.0,1.09
2026-02-23,Central,Lifestyle,Argus All-Weather Tank,25.68,23.32,44,196,1130.0,1.1
2026-02-23,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,39.32,40.23,23,96,904.0,0.98
2026-02-23,Central,Lifestyle,Artemis Running Short,43.19,46.03,11,99,475.0,0.94
2026-02-23,South,Apparel,Abominable Hoodie,69.82,68.66,83,33,5795.0,1.02
2026-02-23,South,Lifestyle,Adrienne Trek Jacket,61.35,57.88,83,3,5092.0,1.06
2026-02-23,South,Lifestyle,Aeon Capri,45.75,48.07,99,57,4529.0,0.95
2026-02-23,South,Apparel,Aero Daily Fitness Tee,20.62,24.17,83,192,1711.0,0.85
2026-02-23,South,Lifestyle,Aether Gym Pant,76.38,75.0,85,124,6492.0,1.02
2026-02-23,South,Lifestyle,Affirm Water Bottle,5.0,7.83,23,143,115.0,0.64
2026-02-23,South,Lifestyle,Aim Analog Watch,41.93,44.42,94,14,3941.0,0.94
2026-02-23,South,Lifestyle,Ajax Full-Zip Sweatshirt,70.68,67.55,38,103,2686.0,1.05
2026-02-23,South,Lifestyle,Ana Running Short,40.48,38.93,43,38,1741.0,1.04
2026-02-23,South,Lifestyle,Angel Light Running Short,41.86,41.19,24,157,1005.0,1.02
2026-02-23,South,Lifestyle,Antonia Racer Tank,37.43,33.18,42,171,1572.0,1.13
2026-02-23,South,Lifestyle,Apollo Running Short,29.33,33.8,57,175,1672.0,0.87
2026-02-23,South,Lifestyle,Arcadio Gym Short,22.61,18.04,67,166,1515.0,1.25
2026-02-23,South,Lifestyle,Argus All-Weather Tank,25.8,22.77,33,56,851.0,1.13
2026-02-23,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,43.3,37.08,40,194,1732.0,1.17
2026-02-23,South,Lifestyle,Artemis Running Short,43.43,44.62,48,75,2085.0,0.97
2026-02-22,West,Apparel,Abominable Hoodie,71.26,68.24,46,51,3278.0,1.04
2026-02-22,West,Lifestyle,Adrienne Trek Jacket,54.23,56.22,16,112,868.0,0.96
2026-02-22,West,Lifestyle,Aeon Capri,49.19,48.29,36,36,1771.0,1.02
2026-02-22,West,Apparel,Aero Daily Fitness Tee,21.85,22.61,39,185,852.0,0.97
2026-02-22,West,Lifestyle,Aether Gym Pant,76.7,75.03,61,92,4679.0,1.02
2026-02-22,West,Lifestyle,Affirm Water Bottle,5.0,5.27,90,9,450.0,0.95
2026-02-22,West,Lifestyle,Aim Analog Watch,44.22,44.06,59,186,2609.0,1.0
2026-02-22,West,Lifestyle,Ajax Full-Zip Sweatshirt,70.14,67.2,14,57,982.0,1.04
2026-02-22,West,Lifestyle,Ana Running Short,40.15,41.34,83,186,3332.0,0.97
2026-02-22,West,Lifestyle,Angel Light Running Short,43.24,43.87,12,67,519.0,0.99
2026-02-22,West,Lifestyle,Antonia Racer Tank,38.44,35.88,61,146,2345.0,1.07
2026-02-22,West,Lifestyle,Apollo Running Short,33.84,31.33,45,21,1523.0,1.08
2026-02-22,West,Lifestyle,Arcadio Gym Short,22.79,20.7,91,100,2074.0,1.1
2026-02-22,West,Lifestyle,Argus All-Weather Tank,23.19,21.69,31,100,719.0,1.07
2026-02-22,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,38.18,38.23,22,177,840.0,1.0
2026-02-22,West,Lifestyle,Artemis Running Short,48.36,43.93,88,12,4256.0,1.1
2026-02-22,East,Apparel,Abominable Hoodie,70.88,67.59,98,153,6946.0,1.05
2026-02-22,East,Lifestyle,Adrienne Trek Jacket,58.87,58.17,19,117,1119.0,1.01
2026-02-22,East,Lifestyle,Aeon Capri,45.77,46.51,76,106,3479.0,0.98
2026-02-22,East,Apparel,Aero Daily Fitness Tee,19.09,23.33,22,9,420.0,0.82
2026-02-22,East,Lifestyle,Aether Gym Pant,77.15,73.15,23,183,1774.0,1.05
2026-02-22,East,Lifestyle,Affirm Water Bottle,9.85,6.38,44,92,433.0,1.54
2026-02-22,East,Lifestyle,Aim Analog Watch,49.1,45.06,51,195,2504.0,1.09
2026-02-22,East,Lifestyle,Ajax Full-Zip Sweatshirt,71.91,70.22,62,97,4458.0,1.02
2026-02-22,East,Lifestyle,Ana Running Short,36.45,40.17,79,12,2880.0,0.91
2026-02-22,East,Lifestyle,Angel Light Running Short,37.22,42.52,57,136,2122.0,0.88
2026-02-22,East,Lifestyle,Antonia Racer Tank,32.1,32.45,6,112,193.0,0.99
2026-02-22,East,Lifestyle,Apollo Running Short,33.22,34.27,58,118,1927.0,0.97
2026-02-22,East,Lifestyle,Arcadio Gym Short,22.7,18.4,64,90,1453.0,1.23
2026-02-22,East,Lifestyle,Argus All-Weather Tank,22.38,23.79,33,106,739.0,0.94
2026-02-22,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,40.81,38.95,45,78,1836.0,1.05
2026-02-22,East,Lifestyle,Artemis Running Short,47.12,44.4,7,157,330.0,1.06
2026-02-22,Central,Apparel,Abominable Hoodie,73.05,67.43,40,14,2922.0,1.08
2026-02-22,Central,Lifestyle,Adrienne Trek Jacket,52.02,55.68,43,146,2237.0,0.93
2026-02-22,Central,Lifestyle,Aeon Capri,48.33,46.54,67,54,3238.0,1.04
2026-02-22,Central,Apparel,Aero Daily Fitness Tee,23.92,25.31,29,130,694.0,0.95
2026-02-22,Central,Lifestyle,Aether Gym Pant,76.85,73.98,95,27,7301.0,1.04
2026-02-22,Central,Lifestyle,Affirm Water Bottle,5.0,7.26,37,62,185.0,0.69
2026-02-22,Central,Lifestyle,Aim Analog Watch,45.71,43.69,19,90,868.0,1.05
2026-02-22,Central,Lifestyle,Ajax Full-Zip Sweatshirt,72.26,70.39,56,177,4047.0,1.03
2026-02-22,Central,Lifestyle,Ana Running Short,36.57,38.66,37,5,1353.0,0.95
2026-02-22,Central,Lifestyle,Angel Light Running Short,43.23,41.65,71,107,3069.0,1.04
2026-02-22,Central,Lifestyle,Antonia Racer Tank,32.04,35.8,19,12,609.0,0.89
2026-02-22,Central,Lifestyle,Apollo Running Short,34.82,31.07,58,77,2020.0,1.12
2026-02-22,Central,Lifestyle,Arcadio Gym Short,21.58,20.95,86,164,1856.0,1.03
2026-02-22,Central,Lifestyle,Argus All-Weather Tank,25.48,22.92,29,42,739.0,1.11
2026-02-22,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,38.1,40.74,41,47,1562.0,0.94
2026-02-22,Central,Lifestyle,Artemis Running Short,44.3,43.11,75,46,3323.0,1.03
2026-02-22,South,Apparel,Abominable Hoodie,72.03,68.91,23,116,1657.0,1.05
2026-02-22,South,Lifestyle,Adrienne Trek Jacket,56.04,55.9,8,169,448.0,1.0
2026-02-22,South,Lifestyle,Aeon Capri,45.61,47.28,29,3,1323.0,0.96
2026-02-22,South,Apparel,Aero Daily Fitness Tee,19.93,25.07,26,154,518.0,0.79
2026-02-22,South,Lifestyle,Aether Gym Pant,77.27,75.25,19,186,1468.0,1.03
2026-02-22,South,Lifestyle,Affirm Water Bottle,6.53,7.85,44,30,287.0,0.83
2026-02-22,South,Lifestyle,Aim Analog Watch,49.71,44.44,84,106,4176.0,1.12
2026-02-22,South,Lifestyle,Ajax Full-Zip Sweatshirt,64.88,69.61,93,51,6034.0,0.93
2026-02-22,South,Lifestyle,Ana Running Short,39.47,41.14,24,74,947.0,0.96
2026-02-22,South,Lifestyle,Angel Light Running Short,46.39,42.55,50,28,2320.0,1.09
2026-02-22,South,Lifestyle,Antonia Racer Tank,31.1,35.86,15,93,467.0,0.87
2026-02-22,South,Lifestyle,Apollo Running Short,34.93,34.11,81,195,2829.0,1.02
2026-02-22,South,Lifestyle,Arcadio Gym Short,16.1,19.83,68,139,1095.0,0.81
2026-02-22,South,Lifestyle,Argus All-Weather Tank,18.74,23.43,31,188,581.0,0.8
2026-02-22,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,41.8,39.96,21,103,878.0,1.05
2026-02-22,South,Lifestyle,Artemis Running Short,44.66,45.55,24,138,1072.0,0.98
2026-02-21,West,Apparel,Abominable Hoodie,69.16,67.3,84,172,5809.0,1.03
2026-02-21,West,Lifestyle,Adrienne Trek Jacket,58.91,57.73,26,123,1532.0,1.02
